Date,Open,High,Low,Close
09/08/2022,1638.79,1661.33,1597.55,1644.75
09/07/2022,1580.57,1653.00,1492.32,1641.59
09/06/2022,1598.42,1685.58,1558.02,1579.95
09/05/2022,1571.36,1609.82,1558.28,1598.42
09/04/2022,1552.16,1582.87,1540.85,1571.36
09/03/2022,1571.78,1585.37,1536.11,1552.16
09/02/2022,1581.12,1648.92,1547.46,1568.51
09/01/2022,1572.96,1584.20,1515.40,1580.77
08/31/2022,1558.90,1619.37,1517.63,1572.96
08/30/2022,1546.21,1604.65,1477.08,1557.62
08/29/2022,1483.47,1551.02,1423.86,1546.83
08/28/2022,1481.81,1510.27,1459.04,1483.47
08/27/2022,1557.41,1561.03,1448.76,1480.58
08/26/2022,1708.31,1710.95,1541.98,1557.41
08/25/2022,1683.27,1721.65,1654.18,1707.80
08/24/2022,1649.28,1692.79,1605.84,1683.37
08/23/2022,1578.05,1667.49,1564.39,1649.28
08/22/2022,1618.50,1644.69,1531.51,1578.05
08/21/2022,1531.51,1640.00,1529.08,1618.24
08/20/2022,1686.65,1690.54,1531.04,1531.94
08/19/2022,1876.87,1878.04,1680.18,1687.80
08/18/2022,1851.26,1881.60,1821.99,1876.87
08/17/2022,1885.13,1956.71,1820.24,1850.20
08/16/2022,1903.09,1917.11,1855.49,1885.13
08/15/2022,1942.56,2011.65,1874.96,1904.74
08/14/2022,1991.91,2029.90,1909.24,1942.57
08/13/2022,1933.24,2020.00,1920.00,1991.91
08/12/2022,1902.81,1936.55,1857.83,1933.74
08/11/2022,1842.85,1934.57,1830.18,1902.53
08/10/2022,1698.00,1852.99,1659.46,1842.60
08/09/2022,1797.69,1797.98,1669.26,1698.01
08/08/2022,1722.52,1816.46,1690.01,1799.85
08/07/2022,1714.99,1723.34,1670.91,1722.52
08/06/2022,1679.93,1748.59,1679.93,1715.00
08/05/2022,1590.28,1724.72,1582.09,1679.93
08/04/2022,1641.89,1663.64,1580.56,1590.67
08/03/2022,1651.18,1683.00,1591.74,1641.88
08/02/2022,1626.25,1676.46,1564.39,1650.30
08/01/2022,1721.28,1725.00,1612.00,1622.95
07/31/2022,1702.82,1751.82,1674.66,1721.29
07/30/2022,1733.17,1765.97,1680.01,1702.82
07/29/2022,1755.98,1771.39,1659.25,1733.17
07/28/2022,1601.32,1782.16,1595.76,1756.28
07/27/2022,1380.98,1613.09,1370.79,1601.64
07/26/2022,1521.69,1524.76,1357.66,1379.02
07/25/2022,1609.32,1661.25,1455.90,1520.86
07/24/2022,1525.37,1628.27,1515.22,1611.43
07/23/2022,1526.69,1596.06,1489.94,1523.82
07/22/2022,1588.60,1645.89,1520.10,1525.01
07/21/2022,1522.88,1603.92,1465.32,1586.73
07/20/2022,1559.32,1618.97,1488.80,1524.00
07/19/2022,1472.23,1625.09,1469.25,1559.60
07/18/2022,1343.04,1530.64,1335.55,1473.04
07/17/2022,1345.60,1383.18,1320.03,1343.41
07/16/2022,1258.05,1417.25,1192.67,1345.60
07/15/2022,1193.09,1285.97,1179.10,1256.28
07/14/2022,1075.93,1208.94,1071.38,1191.48
07/13/2022,1046.00,1100.42,1007.31,1075.93
07/12/2022,1136.77,1137.19,1035.17,1046.00
07/11/2022,1176.87,1184.30,1129.95,1136.62
07/10/2022,1218.90,1225.21,1153.24,1177.50
07/09/2022,1242.36,1250.20,1205.01,1219.84
07/08/2022,1237.74,1270.20,1192.92,1242.36
07/07/2022,1160.63,1252.47,1154.43,1237.75
07/06/2022,1153.78,1167.08,1110.95,1160.63
07/05/2022,1120.44,1168.99,1078.00,1154.34
07/04/2022,1083.85,1133.20,1044.48,1120.44
07/03/2022,1063.12,1085.65,1040.77,1083.27
07/02/2022,1068.13,1076.85,1025.86,1062.79
07/01/2022,1011.07,1111.00,1010.37,1067.88
06/30/2022,1107.93,1117.58,1000.52,1011.67
06/29/2022,1160.48,1166.70,1086.14,1107.93
06/28/2022,1202.24,1231.85,1151.88,1160.55
06/27/2022,1246.59,1248.11,1174.72,1202.24
06/26/2022,1207.84,1276.04,1206.92,1247.70
06/25/2022,1219.39,1243.88,1179.97,1207.44
06/24/2022,1134.46,1242.74,1121.23,1215.09
06/23/2022,1048.35,1141.25,1044.74,1134.20
06/22/2022,1121.28,1139.00,1044.26,1051.16
06/21/2022,1119.75,1189.96,1090.02,1121.57
06/20/2022,1138.83,1167.60,1052.71,1119.96
06/19/2022,900.50,1150.59,900.50,1138.58
06/18/2022,1094.18,1097.73,884.57,902.25
06/17/2022,1099.35,1116.29,1050.00,1095.00
06/16/2022,1179.82,1253.83,1081.72,1096.86
06/15/2022,1187.00,1225.08,1015.20,1177.44
06/14/2022,1239.69,1256.60,1077.23,1187.30
06/13/2022,1473.58,1484.24,1167.52,1243.08
06/12/2022,1521.77,1550.29,1428.30,1477.97
06/11/2022,1677.73,1684.17,1498.96,1521.84
06/10/2022,1792.44,1800.67,1660.02,1677.39
06/09/2022,1796.12,1830.46,1777.26,1792.44
06/08/2022,1844.73,1845.35,1765.00,1796.12
06/07/2022,1860.86,1873.67,1726.04,1844.73
06/06/2022,1809.65,1917.16,1802.90,1860.47
06/05/2022,1775.05,1827.58,1773.53,1809.74
06/04/2022,1759.00,1792.92,1748.00,1774.69
06/03/2022,1822.45,1852.00,1737.36,1758.06
06/02/2022,1791.36,1842.28,1783.44,1824.05
06/01/2022,1948.13,1970.05,1770.94,1794.22
05/31/2022,1958.35,2009.89,1926.88,1948.13
05/30/2022,1793.68,1954.77,1792.88,1952.14
05/29/2022,1790.25,1823.22,1763.50,1793.03
05/28/2022,1744.18,1809.00,1709.19,1790.25
05/27/2022,1825.85,1844.43,1715.00,1744.16
05/26/2022,1959.19,1968.28,1742.89,1826.05
05/25/2022,1970.19,2020.00,1935.89,1959.09
05/24/2022,1997.28,2002.54,1911.38,1967.21
05/23/2022,2005.97,2085.71,1977.60,1996.35
05/22/2022,1972.42,2033.91,1963.81,2004.77
05/21/2022,1958.20,1987.89,1938.78,1972.76
05/20/2022,2012.95,2060.94,1921.75,1957.64
05/19/2022,1963.40,2036.37,1901.40,2011.38
05/18/2022,2051.83,2106.01,1935.00,1962.74
05/17/2022,2031.06,2119.99,2006.29,2051.90
05/16/2022,2130.42,2155.00,1978.55,2030.99
05/15/2022,1995.60,2128.88,1991.19,2128.88
05/14/2022,2042.76,2079.00,1948.93,1997.47
05/13/2022,1925.00,2141.84,1865.47,2043.75
05/12/2022,2032.68,2181.20,1707.51,1925.01
05/11/2022,2324.89,2450.24,2028.05,2031.16
05/10/2022,2290.90,2455.64,2200.75,2321.92
05/09/2022,2539.54,2555.34,2226.67,2286.10
05/08/2022,2673.55,2675.47,2487.11,2539.33
05/07/2022,2704.55,2705.82,2655.14,2673.55
05/06/2022,2754.92,2757.25,2631.83,2704.81
05/05/2022,2943.42,2952.96,2687.49,2754.37
05/04/2022,2784.72,2967.03,2771.68,2943.42
05/03/2022,2826.56,2880.56,2756.61,2774.37
05/02/2022,2816.67,2872.27,2781.13,2827.69
05/01/2022,2788.47,2825.69,2719.07,2812.70
04/30/2022,2806.12,2840.85,2773.73,2788.47
04/29/2022,2949.01,2953.97,2776.14,2806.13
04/28/2022,2865.24,2979.97,2855.90,2948.97
04/27/2022,2830.01,2919.45,2769.05,2864.84
04/26/2022,2997.37,3033.32,2799.98,2828.63
04/25/2022,2941.56,3024.00,2800.00,2996.74
04/24/2022,2963.57,2969.55,2912.05,2941.25
04/23/2022,2971.28,2977.64,2918.78,2961.98
04/22/2022,3001.41,3030.71,2935.60,2971.28
04/21/2022,3085.00,3178.24,2995.21,3001.41
04/20/2022,3094.73,3165.50,3040.00,3085.00
04/19/2022,3005.41,3129.91,3005.41,3094.31
04/18/2022,3045.85,3075.32,2886.94,3005.18
04/17/2022,3034.06,3084.98,3025.00,3045.70
04/16/2022,3030.16,3057.36,3012.67,3034.06
04/15/2022,3012.27,3057.44,2995.79,3030.16
04/14/2022,3105.73,3143.96,2977.69,3011.47
04/13/2022,2987.61,3114.94,2986.80,3105.73
04/12/2022,2991.72,3083.37,2952.45,2987.70
04/11/2022,3290.20,3292.80,2978.31,2992.28
04/10/2022,3226.05,3307.43,3226.05,3290.16
04/09/2022,3248.99,3256.43,3176.29,3226.04
04/08/2022,3239.72,3313.02,3200.01,3247.98
04/07/2022,3234.92,3269.49,3143.01,3238.51
04/06/2022,3437.98,3460.86,3176.45,3235.47
04/05/2022,3510.17,3550.00,3418.64,3436.17
04/04/2022,3495.01,3580.00,3414.22,3510.17
04/03/2022,3471.20,3523.00,3413.52,3495.00
04/02/2022,3441.70,3529.39,3429.12,3471.20
04/01/2022,3300.05,3480.00,3215.01,3443.19
03/31/2022,3414.52,3444.44,3263.97,3299.98
03/30/2022,3397.58,3445.00,3339.00,3413.71
03/29/2022,3417.28,3482.78,3321.58,3395.20
03/28/2022,3238.39,3430.72,3225.00,3417.28
03/27/2022,3144.00,3247.64,3128.19,3238.88
03/26/2022,3128.32,3152.36,3087.58,3144.00
03/25/2022,3104.86,3193.50,3078.18,3128.32
03/24/2022,2982.22,3129.41,2974.21,3104.85
03/23/2022,3001.61,3047.04,2922.16,2981.96
03/22/2022,2910.70,3052.57,2885.59,3001.61
03/21/2022,2874.36,2961.30,2835.00,2911.51
03/20/2022,2952.38,2964.01,2820.00,2877.47
03/19/2022,2950.96,2985.99,2923.74,2956.80
03/18/2022,2808.00,2985.26,2770.40,2952.01
03/17/2022,2772.09,2835.95,2744.40,2807.99
03/16/2022,2617.14,2789.16,2606.74,2774.50
03/15/2022,2526.77,2667.60,2511.48,2625.59
03/14/2022,2547.00,2608.52,2494.42,2524.55
03/13/2022,2586.98,2600.68,2536.31,2547.01
03/12/2022,2573.60,2614.26,2554.59,2586.98
03/11/2022,2604.78,2672.09,2525.19,2573.60
03/10/2022,2708.44,2735.08,2557.37,2604.00
03/09/2022,2559.18,2773.08,2559.18,2708.44
03/08/2022,2484.17,2624.88,2481.21,2560.80
03/07/2022,2630.59,2646.86,2447.99,2484.17
03/06/2022,2655.00,2674.99,2592.80,2627.79
03/05/2022,2608.32,2683.89,2576.94,2655.49
03/04/2022,2804.66,2848.52,2600.50,2608.32
03/03/2022,2976.36,2982.82,2790.02,2804.50
03/02/2022,2954.09,3036.89,2917.49,2963.89
03/01/2022,2822.90,3038.49,2822.90,2954.79
02/28/2022,2600.92,2836.94,2575.73,2821.51
02/27/2022,2827.62,2827.62,2562.25,2606.65
02/26/2022,2709.11,2854.23,2694.63,2827.20
02/25/2022,2635.94,2744.00,2544.16,2709.14
02/24/2022,2618.26,2705.18,2302.00,2633.01
02/23/2022,2606.86,2750.65,2593.35,2620.70
02/22/2022,2571.99,2661.85,2503.08,2604.01
02/21/2022,2599.12,2757.59,2578.92,2583.87
02/20/2022,2742.00,2767.84,2576.48,2599.40
02/19/2022,2780.88,2830.42,2698.45,2742.00
02/18/2022,2895.51,2944.00,2754.90,2783.64
02/17/2022,3140.82,3160.79,2855.13,2896.67
02/16/2022,3098.89,3195.98,3047.60,3136.48
02/15/2022,2915.93,3150.00,2913.40,3099.47
02/14/2022,2875.44,2964.44,2832.98,2915.92
02/13/2022,2878.63,2952.33,2838.89,2875.03
02/12/2022,2928.12,2984.99,2861.00,2880.00
02/11/2022,3115.80,3137.37,2909.02,2927.28
02/10/2022,3238.98,3281.60,3089.00,3114.29
02/09/2022,3117.55,3271.99,3057.01,3240.00
02/08/2022,3153.50,3232.52,3028.84,3118.37
02/07/2022,2996.00,3188.93,2987.36,3151.38
02/06/2022,3024.20,3042.96,2957.98,2996.00
02/05/2022,2957.11,3062.20,2932.57,3027.15
02/04/2022,2658.66,2977.85,2646.62,2957.62
02/03/2022,2655.81,2723.92,2577.02,2657.49
02/02/2022,2799.30,2815.66,2615.15,2647.75
02/01/2022,2680.80,2810.89,2679.02,2790.00
01/31/2022,2560.21,2706.82,2480.28,2680.71
01/30/2022,2619.44,2638.30,2545.44,2558.81
01/29/2022,2535.71,2637.58,2516.50,2620.00
01/28/2022,2359.04,2549.82,2331.00,2537.68
01/27/2022,2419.35,2519.82,2317.60,2359.79
01/26/2022,2413.65,2724.47,2406.94,2419.99
01/25/2022,2444.04,2507.80,2351.21,2414.06
01/24/2022,2422.90,2545.96,2160.93,2442.65
01/23/2022,2446.46,2548.60,2367.97,2422.90
01/22/2022,2620.00,2640.28,2310.52,2448.91
01/21/2022,3075.71,3089.45,2563.97,2614.44
01/20/2022,3114.85,3272.22,3083.99,3083.99
01/19/2022,3164.35,3192.24,3049.30,3114.58
01/18/2022,3165.42,3242.59,3086.00,3164.35
01/17/2022,3331.00,3362.66,3154.08,3168.54
01/16/2022,3335.61,3391.51,3277.50,3331.00
01/15/2022,3332.64,3370.60,3263.93,3337.18
01/14/2022,3271.94,3342.00,3191.17,3332.60
01/13/2022,3370.80,3411.26,3237.68,3271.94
01/12/2022,3231.84,3412.64,3208.15,3370.80
01/11/2022,3074.72,3264.19,3054.64,3232.52
01/10/2022,3188.77,3199.13,2933.19,3073.50
01/09/2022,3076.44,3210.00,3060.38,3188.77
01/08/2022,3216.12,3245.65,2999.08,3080.64
01/07/2022,3426.37,3434.00,3094.50,3216.50
01/06/2022,3556.59,3568.65,3299.55,3426.38
01/05/2022,3825.68,3847.93,3553.80,3557.41
01/04/2022,3724.25,3889.10,3714.95,3826.65
01/01/2022,3689.38,3774.98,3675.00,3749.75
12/31/2021,3736.59,3812.67,3622.51,3687.67
12/30/2021,3725.60,3768.63,3590.00,3733.98
12/29/2021,3809.14,3827.01,3700.00,3724.98
12/28/2021,4061.29,4075.97,3765.23,3807.82
12/27/2021,4086.36,4128.28,4037.00,4061.30
12/26/2021,4121.49,4121.93,4006.78,4087.98
12/25/2021,4067.00,4138.22,4026.90,4121.52
12/24/2021,4116.99,4135.98,4045.72,4067.43
12/23/2021,4015.50,4150.48,3896.00,4112.67
12/22/2021,4026.35,4074.63,3944.39,4015.75
12/21/2021,3920.00,4062.60,3896.18,4023.92
12/20/2021,3919.70,3991.66,3757.60,3914.36
12/19/2021,3977.24,4027.91,3891.99,3922.25
12/18/2021,3906.61,3991.34,3769.79,3976.42
12/17/2021,4030.84,4030.84,3706.36,3913.17
12/16/2021,4064.76,4112.32,3981.25,4030.84
12/15/2021,3852.13,4092.42,3655.42,4066.00
12/14/2021,3770.65,3881.71,3689.01,3854.24
12/13/2021,4124.25,4170.30,3672.83,3770.01
12/12/2021,4030.71,4175.30,3990.01,4122.34
12/11/2021,4000.37,4097.91,3838.01,4022.39
12/10/2021,4165.55,4228.97,3936.02,3999.61
12/09/2021,4418.54,4486.63,4075.96,4167.70
12/08/2021,4292.42,4454.40,4234.92,4418.54
12/07/2021,4335.07,4426.89,4270.01,4292.32
12/06/2021,4150.43,4352.68,3925.69,4324.65
12/05/2021,4065.98,4250.76,4040.11,4153.22
12/04/2021,4207.42,4251.10,3521.01,4066.10
12/03/2021,4546.81,4656.95,4053.03,4218.61
12/02/2021,4569.99,4633.66,4437.10,4545.44
12/01/2021,4627.41,4778.67,4539.47,4569.99
11/30/2021,4453.01,4747.85,4352.23,4627.16
11/29/2021,4260.40,4460.40,4223.17,4453.80
11/28/2021,4080.89,4258.78,3971.17,4256.95
11/27/2021,4073.90,4184.99,4031.71,4080.89
11/26/2021,4500.31,4552.35,3924.30,4078.31
11/25/2021,4257.58,4530.85,4240.63,4500.00
11/24/2021,4353.67,4371.83,4170.08,4257.24
11/23/2021,4079.99,4385.99,4068.57,4351.45
11/22/2021,4366.00,4370.41,4026.22,4078.51
11/21/2021,4433.53,4438.13,4308.10,4369.45
11/20/2021,4284.06,4433.39,4212.18,4433.39
11/19/2021,4023.62,4309.90,3960.01,4279.00
11/18/2021,4253.17,4343.00,3958.99,4022.41
11/17/2021,4257.54,4298.99,4069.91,4253.17
11/16/2021,4571.80,4586.86,4124.77,4257.79
11/15/2021,4576.79,4768.63,4544.62,4572.81
11/14/2021,4653.33,4690.73,4520.00,4576.79
11/13/2021,4655.93,4704.80,4589.10,4652.40
11/12/2021,4743.69,4804.99,4510.00,4655.12
11/11/2021,4543.57,4779.81,4534.19,4743.20
11/10/2021,4800.00,4865.81,4507.16,4557.49
11/09/2021,4774.43,4838.98,4715.51,4800.00
11/08/2021,4629.00,4794.99,4595.00,4773.85
11/07/2021,4487.09,4638.08,4487.09,4629.00
11/06/2021,4454.25,4517.77,4334.00,4488.09
11/05/2021,4516.57,4573.66,4450.01,4453.68
11/04/2021,4618.01,4626.85,4423.32,4517.22
11/03/2021,4504.17,4665.02,4459.90,4618.00
11/02/2021,4313.35,4532.40,4279.91,4505.48
11/01/2021,4269.51,4379.69,4160.00,4310.99
10/31/2021,4311.40,4394.00,4171.60,4269.50
10/30/2021,4403.43,4433.17,4250.11,4311.57
10/29/2021,4251.75,4457.01,4220.00,4409.10
10/28/2021,3984.15,4290.10,3900.46,4257.60
10/27/2021,4261.77,4312.84,3944.54,3984.14
10/26/2021,4180.80,4292.51,4137.46,4262.82
10/25/2021,4065.99,4232.98,4063.13,4180.80
10/24/2021,4089.47,4184.40,3964.49,4063.12
10/23/2021,3976.87,4124.33,3930.11,4089.33
10/22/2021,4090.18,4162.58,3890.00,3975.35
10/21/2021,4107.96,4366.50,4027.00,4089.19
10/20/2021,3809.01,4135.43,3803.80,4107.96
10/19/2021,3735.25,3854.96,3717.18,3809.34
10/18/2021,3702.37,3893.93,3684.74,3739.16
10/17/2021,3830.10,3915.31,3651.54,3700.98
10/16/2021,3879.98,3968.86,3808.50,3831.77
10/15/2021,3759.36,3900.00,3735.99,3879.87
10/14/2021,3577.86,3821.09,3569.86,3759.36
10/13/2021,3477.47,3584.99,3413.34,3576.00
10/12/2021,3490.01,3545.00,3405.83,3476.80
10/11/2021,3515.01,3620.00,3379.63,3493.73
10/10/2021,3579.31,3604.01,3487.73,3512.75
10/09/2021,3552.80,3629.63,3540.37,3579.31
10/08/2021,3623.95,3670.70,3538.26,3554.29
10/07/2021,3563.33,3641.24,3472.02,3623.58
10/06/2021,3526.66,3628.01,3349.96,3560.16
10/05/2021,3384.30,3533.79,3356.61,3533.79
10/04/2021,3427.46,3437.50,3278.34,3384.30
10/03/2021,3428.74,3485.29,3343.31,3426.97
10/02/2021,3294.08,3465.26,3259.29,3428.74
10/01/2021,2972.80,3315.80,2965.69,3293.01
09/30/2021,2820.19,3049.00,2805.81,2972.80
09/29/2021,2862.64,2948.52,2783.03,2820.49
09/28/2021,2974.94,3029.77,2806.54,2863.28
09/27/2021,3091.84,3165.76,2960.88,2974.94
09/26/2021,2924.68,3099.21,2740.67,3088.41
09/25/2021,2946.69,2983.00,2801.01,2927.45
09/24/2021,3142.70,3162.69,2745.22,2947.01
09/23/2021,3026.74,3173.94,3015.70,3142.44
09/22/2021,2765.16,3090.00,2668.00,3026.36
09/21/2021,3032.76,3105.01,2755.01,2765.16
09/20/2021,3358.98,3364.47,2925.03,3019.11
09/19/2021,3398.69,3456.00,3308.56,3359.13
09/18/2021,3374.78,3539.62,3352.30,3398.69
09/17/2021,3494.84,3592.39,3366.69,3378.01
09/16/2021,3554.51,3674.37,3485.01,3487.77
09/15/2021,3376.41,3570.83,3334.99,3551.43
09/14/2021,3296.03,3409.20,3271.86,3377.76
09/13/2021,3316.54,3440.80,3116.00,3295.57
09/12/2021,3292.45,3468.57,3234.98,3316.89
09/11/2021,3244.49,3346.56,3153.38,3293.97
09/10/2021,3425.57,3512.95,3222.89,3250.96
09/09/2021,3478.99,3567.72,3396.27,3424.95
09/08/2021,3421.60,3541.54,3222.79,3473.72
09/07/2021,3952.00,3969.33,2963.48,3415.04
09/06/2021,3971.68,3980.59,3870.00,3949.99
09/05/2021,3880.48,3972.39,3836.70,3972.05
09/04/2021,3917.25,3970.01,3836.16,3880.55
09/03/2021,3808.77,4027.56,3715.41,3917.19
09/02/2021,3729.99,3841.52,3725.09,3811.26
09/01/2021,3392.41,3776.01,3374.38,3730.00
08/31/2021,3341.22,3472.31,3190.97,3392.83
08/30/2021,3236.00,3347.51,3146.06,3342.39
08/29/2021,3239.16,3284.56,3159.20,3236.00
08/28/2021,3265.28,3286.25,3214.42,3239.14
08/27/2021,3116.84,3275.51,3064.00,3264.37
08/26/2021,3210.00,3251.71,3058.83,3116.84
08/25/2021,3217.06,3250.00,3081.18,3210.00
08/24/2021,3339.92,3359.59,3150.01,3216.70
08/23/2021,3156.12,3378.21,3144.85,3339.98
08/22/2021,3226.38,3274.71,3131.00,3156.96
08/21/2021,3261.40,3309.99,3210.21,3226.38
08/20/2021,3158.58,3299.64,3145.37,3260.97
08/19/2021,3007.05,3163.23,2962.08,3157.16
08/18/2021,3070.53,3128.29,2954.23,3007.34
08/17/2021,3166.44,3292.10,3017.51,3072.00
08/16/2021,3268.23,3334.17,3139.85,3164.98
08/15/2021,3233.51,3287.85,3117.76,3261.22
08/14/2021,3284.08,3331.00,3210.37,3233.92
08/13/2021,3065.68,3296.78,2988.54,3281.00
08/12/2021,3234.77,3241.96,2982.53,3061.61
08/11/2021,3156.56,3272.74,3119.74,3236.20
08/10/2021,3069.20,3231.74,3035.51,3156.55
08/09/2021,2993.95,3186.63,2900.42,3071.56
08/08/2021,3081.48,3189.00,2952.24,2988.72
08/07/2021,2912.64,3173.53,2868.06,3081.75
08/06/2021,2809.35,2948.78,2722.05,2911.70
08/05/2021,2708.59,2825.89,2533.45,2803.67
08/04/2021,2486.08,2723.17,2460.32,2708.97
08/03/2021,2599.19,2636.00,2447.65,2487.41
08/02/2021,2671.00,2677.26,2512.19,2597.51
08/01/2021,2491.40,2698.14,2491.40,2670.00
07/31/2021,2420.10,2498.41,2417.69,2490.81
07/30/2021,2314.16,2449.06,2306.86,2419.57
07/29/2021,2298.19,2337.00,2266.50,2314.17
07/28/2021,2243.00,2343.29,2241.77,2301.10
07/27/2021,2257.95,2318.42,2153.94,2242.77
07/26/2021,2157.37,2429.17,2155.65,2260.97
07/25/2021,2152.47,2194.22,2109.25,2157.66
07/24/2021,2039.99,2199.00,2038.32,2151.04
07/23/2021,2016.37,2092.00,1997.67,2039.45
07/22/2021,1948.07,2044.00,1941.99,2016.29
07/21/2021,1794.03,2026.18,1755.03,1947.62
07/20/2021,1819.30,1838.65,1718.25,1794.03
07/19/2021,1892.97,1926.76,1806.92,1819.30
07/18/2021,1899.02,1990.00,1879.81,1895.28
07/17/2021,1897.88,1917.96,1852.15,1899.02
07/16/2021,1925.22,1961.49,1859.16,1902.35
07/15/2021,1988.93,2038.32,1881.02,1925.09
07/14/2021,1948.01,2017.49,1867.17,1989.35
07/13/2021,2026.57,2043.12,1917.89,1949.46
07/12/2021,2130.55,2171.69,2007.07,2026.57
07/11/2021,2113.51,2153.12,2081.90,2130.87
07/10/2021,2134.85,2190.85,2075.04,2095.08
07/09/2021,2137.80,2185.59,2049.52,2134.85
07/08/2021,2362.37,2362.37,2128.42,2137.80
07/07/2021,2307.34,2407.35,2272.51,2362.01
07/06/2021,2217.61,2347.96,2195.01,2310.85
07/05/2021,2350.42,2386.14,2159.84,2217.31
07/04/2021,2219.55,2371.52,2187.53,2350.42
07/03/2021,2089.00,2238.38,2088.37,2219.55
07/02/2021,2124.00,2138.73,2018.95,2089.00
07/01/2021,2237.34,2282.98,2076.48,2117.60
06/30/2021,2191.61,2282.02,2089.16,2239.11
06/29/2021,2135.53,2242.02,2063.38,2191.26
06/28/2021,1816.49,2142.69,1814.74,2135.01
06/27/2021,1788.18,1892.12,1786.22,1816.34
06/26/2021,1863.45,1865.83,1717.33,1767.57
06/25/2021,2004.62,2019.97,1793.29,1867.87
06/24/2021,1932.09,2035.61,1887.33,2007.27
06/23/2021,1930.48,2043.01,1850.02,1931.56
06/22/2021,1938.77,1996.72,1701.10,1930.48
06/21/2021,2259.33,2275.73,1894.30,1941.23
06/20/2021,2225.64,2261.99,2047.02,2254.99
06/19/2021,2192.36,2277.06,2174.71,2225.64
06/18/2021,2340.25,2378.39,2143.41,2194.37
06/17/2021,2400.17,2457.61,2306.55,2343.23
06/16/2021,2523.24,2563.96,2382.43,2402.42
06/15/2021,2541.43,2639.23,2512.66,2522.43
06/14/2021,2577.09,2608.27,2520.78,2541.84
06/13/2021,2403.58,2562.82,2316.34,2562.82
06/12/2021,2383.54,2438.98,2267.10,2403.58
06/11/2021,2468.90,2490.90,2376.98,2383.54
06/10/2021,2562.22,2621.95,2430.76,2467.85
06/09/2021,2538.25,2626.27,2410.03,2563.27
06/08/2021,2650.89,2663.01,2314.17,2537.01
06/07/2021,2709.96,2846.38,2631.66,2651.31
06/06/2021,2630.54,2747.44,2553.42,2706.96
06/05/2021,2704.94,2814.62,2584.06,2627.47
06/04/2021,2823.63,2870.01,2557.17,2702.23
06/03/2021,2723.56,2887.00,2665.45,2819.99
06/02/2021,2574.14,2799.39,2557.70,2723.52
06/01/2021,2598.99,2737.96,2530.59,2577.58
05/31/2021,2433.04,2677.51,2278.03,2595.82
05/30/2021,2240.37,2477.15,2186.92,2437.73
05/29/2021,2429.76,2567.00,2209.61,2237.97
05/28/2021,2725.25,2789.64,2422.28,2424.99
05/27/2021,2799.90,2889.51,2641.47,2725.92
05/26/2021,2559.85,2910.00,2535.00,2791.65
05/25/2021,2632.46,2751.98,2387.51,2552.11
05/24/2021,2068.01,2679.00,2050.61,2623.97
05/23/2021,2356.90,2382.66,1737.28,2073.14
05/22/2021,2251.49,2482.37,2107.48,2356.38
05/21/2021,2767.60,2939.63,2248.68,2248.80
05/20/2021,2541.89,2993.64,2172.87,2761.80
05/19/2021,3431.00,3465.99,1889.42,2535.67
05/18/2021,3441.54,3564.21,3198.48,3434.23
05/17/2021,3373.74,3589.00,3126.42,3440.10
05/16/2021,3792.71,3878.01,3345.04,3360.34
05/15/2021,3983.66,4133.31,3663.23,3794.99
05/14/2021,3712.00,4175.68,3612.61,3990.47
05/13/2021,4101.41,4241.63,3527.00,3714.20
05/12/2021,4139.99,4372.35,3940.02,4104.21
05/11/2021,3885.92,4140.00,3781.66,4140.00
05/10/2021,3911.64,4209.43,3697.46,3899.32
05/09/2021,3854.53,3980.33,3734.16,3909.82
05/08/2021,3501.75,3863.54,3431.03,3852.00
05/07/2021,3468.09,3588.14,3366.78,3501.77
05/06/2021,3464.45,3607.59,3382.27,3467.85
05/05/2021,3405.35,3484.01,3215.17,3467.44
05/04/2021,3287.57,3492.19,3195.07,3409.65
05/03/2021,2969.00,3339.24,2936.40,3288.00
05/02/2021,2950.19,2976.97,2858.00,2969.00
05/01/2021,2763.92,2951.00,2743.26,2949.51
04/30/2021,2709.00,2799.00,2702.31,2763.92
04/29/2021,2711.17,2799.99,2675.41,2712.80
04/28/2021,2646.00,2748.00,2564.40,2708.01
04/27/2021,2458.30,2680.29,2431.60,2649.25
04/26/2021,2209.00,2531.25,2180.00,2463.00
04/25/2021,2298.15,2355.54,2166.72,2214.89
04/24/2021,2324.98,2370.26,2162.01,2295.99
04/23/2021,2400.00,2447.35,2117.03,2323.83
04/22/2021,2408.09,2643.30,2315.24,2408.00
04/21/2021,2309.40,2467.23,2237.91,2405.01
04/20/2021,2208.95,2330.50,2055.36,2307.28
04/19/2021,2229.05,2279.28,2084.37,2206.66
04/18/2021,2390.67,2396.05,1976.71,2226.09
04/17/2021,2460.84,2496.82,2318.08,2390.93
04/16/2021,2498.19,2548.39,2335.38,2460.83
04/15/2021,2369.99,2499.99,2369.99,2499.50
04/14/2021,2301.00,2399.07,2269.33,2369.54
04/13/2021,2146.50,2315.00,2137.08,2301.00
04/12/2021,2141.68,2199.62,2104.03,2145.92
04/11/2021,2087.48,2163.94,2082.37,2144.51
04/10/2021,2069.34,2194.68,2056.78,2090.86
04/09/2021,2055.02,2100.41,2045.00,2070.83
04/08/2021,1988.00,2077.13,1953.19,2054.91
04/07/2021,2121.69,2126.17,1937.28,1983.56
